Feature ID	Taxon	Confidence
00d460656210beb672d9506f1d725c8d	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Roseburia	0.7177175549728725
00d5174ce9fddd8bc92f86bd409f6ecc	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; os__Christensenellales; f__Christensenellaceae; fs__Christensenellaceae; g__Christensenellaceae_R-7_group; s__uncultured_Lachnospiraceae	0.8871313958508613
00e4c83a8eef87ba296d8fe65d5f1337	d__Bacteria; k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; os__Bacteroidales; f__Dysgonomonadaceae; fs__Dysgonomonadaceae	0.9999998869822108
00e90e2974f05afc8008613d81c6c0d8	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Ruminococcaceae; fs__Ruminococcaceae; g__Faecalibacterium	0.9998856434104593
0113a306f7a60e8786f917511b18eeee	d__Bacteria; k__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; os__Fusobacteriales; f__Leptotrichiaceae; fs__Leptotrichiaceae; g__Caviibacter	0.9995156714628204
01202766aff5155e2825a100d66bc486	d__Bacteria; k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; os__Flavobacteriales; f__Flavobacteriaceae; fs__Flavobacteriaceae; g__Flavobacterium	0.9994668654953335
01304183c480b0938ae17d5e88af9ef6	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Ruminococcaceae; fs__Ruminococcaceae; g__Incertae_Sedis; s__[Clostridium]_leptum	0.9969005690510423
013079021e6fcd39ac1a34efddb9d5e4	d__Bacteria; k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; os__Bacteroidales; f__Bacteroidaceae; fs__Bacteroidaceae; g__Bacteroides	0.9999999847713179
0149573664fd5f83c19bd9ef72c3276a	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; os__Clostridiales; f__Clostridiaceae; fs__Clostridiaceae; g__Clostridium_sensu_stricto_5; s__Clostridium_algidicarnis	0.944046643720789
01665206f8defa23ba19297d38fe73eb	d__Bacteria; k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; os__Bacteroidales; f__Barnesiellaceae; fs__Barnesiellaceae; g__Barnesiella	0.9999994954409958
0186c8abbca5d6e5b3d78b4d158eec65	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Roseburia	0.9961628528052495
01b30a8cec6683b0236ac589508bcdb1	d__Bacteria; k__Bacteria; p__Verrucomicrobiota; c__Lentisphaeria; o__Victivallales; os__Victivallales; f__Victivallaceae; fs__Victivallaceae; g__Victivallis; s__Victivallis_vadensis	0.9999273695427604
01d0e069341da800fe78df32b5bd8922	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Agathobacter	0.8953960870498101
01d8cee8268f6cf4e09cbc517192e0fd	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Oscillospiraceae; fs__Oscillospiraceae; g__Intestinimonas	0.8458170090212537
02083b2a2c932315c490beeb48aaee54	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Oscillospiraceae; fs__Oscillospiraceae	0.9975285980733232
020ea398b250f8653b915ab2f8911602	d__Bacteria; k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; os__Bacteroidales; f__Porphyromonadaceae; fs__Porphyromonadaceae; g__Porphyromonas	0.8125913473542978
0221626b24c380f56f539b506108a2d0	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__UCG-010; fs__UCG-010; g__UCG-010; s__unidentified	0.9998685674806317
02311d974cd44b88fb16855214fdd6fe	Unassigned	0.892251167646117
0233f49c3cbb6e352cbe872e631946c6	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Blautia; s__Blautia_faecis	0.8568672975412864
024fd5542a60497b992356ff8dd8e7b6	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__UCG-010; fs__UCG-010; g__UCG-010; s__uncultured_organism	0.9951982529716932
02502a8a18ba181f630e5388fbf88f2f	d__Bacteria; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; os__Rhodobacterales; f__Rhodobacteraceae; fs__Rhodobacteraceae; g__Paracoccus	0.9589553844213159
027791665d359b2ab6891e2dbd08203a	d__Bacteria; k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; os__Burkholderiales; f__Oxalobacteraceae; fs__Oxalobacteraceae	0.9818343511081853
027858ea3e339117519f40ee54421817	d__Bacteria; k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; os__Bacteroidales; f__Barnesiellaceae; fs__Barnesiellaceae; g__Barnesiella; s__gut_metagenome	0.8678605887086547
0287d0abd43554271bb44d8b1c52969d	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Lachnoclostridium; s__Mordavella_sp.	0.9633669207308128
029f5df87019bbd90baea532a5380dee	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Lachnospira; s__gut_metagenome	0.982278677162475
02b12b02dbd7e45b03f2744d26a62faf	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__[Ruminococcus]_torques_group	0.7188759447811989
02bbfb7a3f6d40782071af7ff91fb7d2	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae	0.9999999866276073
02c4f819eab2153960e825363cd2a217	d__Bacteria; k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; os__Bacteroidales; f__Marinifilaceae; fs__Marinifilaceae; g__Odoribacter	0.9999999907058702
02cfd632b842b6e98ca2a1554923dd75	d__Bacteria; k__Bacteria	0.8074761492695061
02d38675d711f5e38dea35206c0433f3	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae	0.98964730536715
02e1f43bd9f7b4afac95ecd46f597f88	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Oscillospiraceae; fs__Oscillospiraceae; g__UCG-005; s__gut_metagenome	0.8119337680026414
02e3d0fcb12e2a9f7cab10860050c45e	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; os__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; fs__Anaerovoracaceae	0.9984191324411642
02f2192ab174c15324cc87c1527ade1f	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; os__Clostridiales; f__Clostridiaceae; fs__Clostridiaceae; g__Proteiniclasticum	0.963954844327623
030bcb705510e23eae74b24f8b6d79ee	d__Bacteria; k__Bacteria	0.7651472365818739
0320b7bb93acc75da21ae07983aea4a9	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Lachnospiraceae_UCG-001; s__metagenome	0.8428493216232371
0327d3b5462ab762c2ace24a94843a0b	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; os__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; fs__Anaerovoracaceae	0.8824890746715975
033103ffdbac9714e2ce4065dc57b802	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Lachnospira	0.9973821456559802
033271c2fb92e7666a10773517a95425	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Oscillospiraceae; fs__Oscillospiraceae; g__UCG-003	0.9999094826400231
0339b8f2b7dc849c3ef66c0eb985697b	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Oscillospiraceae; fs__Oscillospiraceae; g__Sporobacter	0.8020118725892802
034185ba818bb18e688a00c899ba0c9e	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__[Eubacterium]_hallii_group	0.999994228926376
037eb6164f67ac40bf630a1672036edd	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Agathobacter	0.887492065288917
0386385908f5368bbfd644533e8f263e	d__Eukaryota	0.7810779159434403
038f98937ecdc5a3fbb59a94d6bbe831	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Blautia; s__Blautia_faecis	0.8186730491517192
039620099ef391dde8a0b372c8ab6620	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Oscillospiraceae; fs__Oscillospiraceae; g__UCG-003; s__metagenome	0.9872369244850094
0398693926ebfe80c8b3589d2580dc3f	d__Bacteria; k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Bifidobacteriales; os__Bifidobacteriales; f__Bifidobacteriaceae; fs__Bifidobacteriaceae; g__Bifidobacterium	0.9999588552447229
03a67e7b2171071cbcd2d52f557fbc8b	d__Bacteria; k__Bacteria	0.8731926792270976
03b4210548ec214047754581051195d1	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae	0.9997604457676155
03dca12b60df6d22c5bdaf98c2600cfd	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Monoglobales; os__Monoglobales; f__Monoglobaceae; fs__Monoglobaceae; g__Monoglobus	0.9935107378060507
03eb7c64ae1f6d5ace0197d6becb762f	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Lachnospiraceae_UCG-010; s__uncultured_organism	0.9997246577184403
03fcd3114f2772fcc8e89c95896ef8ec	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae	0.9999960183354341
040571d9b096f2d78f509fbfd516def2	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Ruminococcaceae; fs__Ruminococcaceae; g__UBA1819	0.9118924355078064
0417999e3a0716bbb18f19b2ddbe2438	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; os__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; fs__Peptostreptococcaceae; g__Peptostreptococcus; s__Peptostreptococcus_anaerobius	0.9315476328054912
041f387c63d61f376067abbea72d9a10	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae	0.9999670511237757
04331a7ed6da4511b1545810604a2b5d	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Fusicatenibacter	0.9995078256615901
044ddc3cfc4c277e7e2cf94746f0857d	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Oscillospiraceae; fs__Oscillospiraceae; g__UCG-002	0.9974470288917372
0465e2ba12c79d6a2c0543c24200757a	d__Bacteria; k__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; os__Coriobacteriales	0.830851780714127
0468bee20e4c0c6fb789976de0260309	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__[Eubacterium]_eligens_group; s__human_gut	0.9359904499810019
0480fd784aae459552959589c911e7fc	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Ruminococcaceae; fs__Ruminococcaceae; g__Faecalibacterium	0.9998870916895661
04887611166a6b66bdc3609a4b18c892	d__Bacteria; k__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; os__Coriobacteriales; f__Eggerthellaceae; fs__Eggerthellaceae; g__Slackia; s__Slackia_piriformis	0.9969133933264103
049d491a5d4b18b59800b1d97f776284	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia	0.9983868274138571
049eb5570cf4397379fc771c8695bd05	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Ruminococcaceae; fs__Ruminococcaceae; g__Ruminococcus; s__Ruminococcus_champanellensis	0.9909708769544185
04f56576d5135aa6d5d858afc1e8e90a	d__Bacteria; k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; os__Lactobacillales	0.9945382762866306
0508e729129d996fd1a0da259e086957	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Oscillospiraceae; fs__Oscillospiraceae; g__NK4A214_group; s__metagenome	0.9873405409684093
05256abf9f4840cc1351bdaa29747b13	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Oscillospirales; fs__Oscillospirales; g__Hydrogenoanaerobacterium; s__Selenomonadales_bacterium	0.9969108933320278
05283d51a85d1fa42a567e2d443c43d5	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Sellimonas; s__uncultured_bacterium	0.9981743043633898
0540a106008267f2d81b7405795ed3d8	d__Bacteria; k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Bifidobacteriales; os__Bifidobacteriales; f__Bifidobacteriaceae; fs__Bifidobacteriaceae; g__Bifidobacterium	0.9997549804556974
058052fcc360c6dde2bb64246f5301b6	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Blautia; s__Blautia_luti	0.8977897216205792
0584c1563247f1520bcec567f022dd85	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae	0.8487472740331542
058c8bc757c2ee34417634c5eca93223	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; os__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; fs__Anaerovoracaceae; g__S5-A14a	0.9998980382578101
05920fe9b9938789442fbd0331af66cf	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Oscillospiraceae; fs__Oscillospiraceae	0.999997231766174
059ce0fa3a23c31b132b1fcc6192f25d	Unassigned	0.8600493072019715
05d09b9d290ad589f340a226e0d8183e	d__Bacteria; k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; os__Lactobacillales	0.8427017630457201
05f425b626a842f3d8a9adf22e630b19	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; os__Peptostreptococcales-Tissierellales; f__Peptostreptococcaceae; fs__Peptostreptococcaceae	0.9999984904226525
05fc11071406711f589e354e8d637e1a	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; os__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; fs__Anaerovoracaceae; g__Family_XIII_AD3011_group; s__gut_metagenome	0.9984619886715423
0600287864c0d656b137ce6002269a7a	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Peptococcales; os__Peptococcales; f__Peptococcaceae; fs__Peptococcaceae; g__uncultured; s__unidentified	0.9988415636232544
0601a23a5880dec739fd98b5c948b5d3	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Oscillospiraceae; fs__Oscillospiraceae; g__Intestinimonas; s__Flavonifractor_plautii	0.9072829120250939
0602bcedb8b1510bc6074a3ced575f1a	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Oscillospiraceae; fs__Oscillospiraceae; g__uncultured; s__Pseudoflavonifractor_sp.	0.9942065138389252
0602e63df8c052b4aa905fe39cb4f491	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_vadinBB60_group; os__Clostridia_vadinBB60_group; f__Clostridia_vadinBB60_group; fs__Clostridia_vadinBB60_group; g__Clostridia_vadinBB60_group; s__Clostridiales_bacterium	0.9354832752014467
061c1857c1cb17053a654db1ff0e2feb	d__Bacteria; k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; os__Rhizobiales; f__Beijerinckiaceae; fs__Beijerinckiaceae; g__Methylobacterium-Methylorubrum; s__Methylobacterium_goesingense	0.9540363798217087
0620db00304ba4d4aa48412942e006e9	d__Bacteria; k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; os__Bacteroidales; f__Marinifilaceae; fs__Marinifilaceae; g__Butyricimonas	0.7568591612035471
06365175a500836fff0d80c4864eb166	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Lachnoclostridium; s__metagenome	0.9233833740271326
06474300a60b78769d7b67f5e0d026be	Unassigned	0.8550143247428593
06699cc65040e08c3cfd398189510402	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales	0.9996442139505749
067394c75e101fe1f1e023c67ccdea41	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae	0.9999685903900596
0677c2a699eeb4f0006869c8887998d9	Unassigned	0.7543414322780567
0680938dd0f8e6fcd3b1d3a1bffc4e47	d__Bacteria; k__Bacteria	0.8493134303556812
069256b3632e6d5816572ba590893408	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; os__Peptostreptococcales-Tissierellales; f__Anaerovoracaceae; fs__Anaerovoracaceae; g__[Eubacterium]_brachy_group; s__uncultured_organism	0.7343482614617853
0694fa7504da14d28d3ade788bc223dc	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Tyzzerella; s__unidentified	0.9996160588086372
0699690addc3f1014b762964bb91f164	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Oscillospiraceae; fs__Oscillospiraceae	0.9999945406249168
06b26cbe032c79dc3b793b424302e7fa	d__Bacteria; k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; os__Bacteroidales; f__Bacteroidaceae; fs__Bacteroidaceae; g__Bacteroides	0.9999999660537988
06bb57088cb3ddd2c30251081afd599b	d__Bacteria; k__Bacteria; p__Firmicutes; c__Bacilli; o__Mycoplasmatales; os__Mycoplasmatales; f__Mycoplasmataceae; fs__Mycoplasmataceae; g__Mycoplasma	0.9999999619238078
06c5eae7868ff3d7e77bc6de9a9d7e85	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia_UCG-014; os__Clostridia_UCG-014; f__Clostridia_UCG-014; fs__Clostridia_UCG-014; g__Clostridia_UCG-014; s__uncultured_Lactococcus	0.8832757995633521
06cee940972397b131c72ecb5386ab37	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae	0.9999999565994234
06dc2295b400a31b2cd19c005922cb32	d__Bacteria; k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; os__Micrococcales; f__Micrococcaceae; fs__Micrococcaceae; g__Paeniglutamicibacter	0.7969794753612924
06dfced329a7487615d999f79e15d22c	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Fusicatenibacter	0.9994943135120226
070191969462443fe90045b4f30c7479	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Lachnospiraceae_FCS020_group; s__uncultured_organism	0.8945111460676213
071b09c67130f4e1d10fe832b268c371	d__Bacteria; k__Bacteria; p__Firmicutes; c__Bacilli; o__Erysipelotrichales; os__Erysipelotrichales; f__Erysipelatoclostridiaceae; fs__Erysipelatoclostridiaceae; g__Candidatus_Stoquefichus	0.7194857443828737
072112a18736c3a0c447726a778bc83c	d__Bacteria; k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; os__Bacteroidales; f__Bacteroidaceae; fs__Bacteroidaceae; g__Bacteroides	0.9999999761193625
07240db453cad583e94e3cf85b905df5	d__Bacteria; k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; os__Bacteroidales; f__Bacteroidaceae; fs__Bacteroidaceae; g__Bacteroides	0.9999999738091679
073b6159b3525611f26e3d717ab7ee90	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Ruminococcaceae; fs__Ruminococcaceae; g__Faecalibacterium	0.9988767819780477
073e593bdcd7c66e5cf0eb5838b56992	d__Bacteria; k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; os__Bacteroidales; f__Bacteroidaceae; fs__Bacteroidaceae; g__Bacteroides; s__Bacteroides_clarus	0.9575675692040475
075217a90288b9e7e07025b0f4274bae	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Butyricicoccaceae; fs__Butyricicoccaceae; g__Butyricicoccus; s__Butyricicoccus_sp.	0.7762189586418147
0771af263a39cf0dc235752f02930193	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Ruminococcaceae; fs__Ruminococcaceae; g__Subdoligranulum	0.9999854580826475
077c220382ae2ebc9f4d0495f9b6be9c	d__Bacteria; k__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; os__Micrococcales; f__Micrococcaceae; fs__Micrococcaceae	0.9989129024345005
0785c302b3aaaa6173b74fbeb6edc8c8	d__Bacteria; k__Bacteria; p__Actinobacteriota; c__Coriobacteriia; o__Coriobacteriales; os__Coriobacteriales; f__Atopobiaceae; fs__Atopobiaceae; g__Olsenella; s__uncultured_organism	0.9770916470194613
0792ea2344036cc4b8848c3424055cc7	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__[Ruminococcus]_torques_group; s__Ruminococcus_torques	0.9111848922382344
079677e9cc131989f2b748013211fbd8	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; os__Oscillospirales; f__Oscillospiraceae; fs__Oscillospiraceae; g__Intestinimonas	0.8451276048692413
0797119fd63f0a2db416a8b4f9f1dafa	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Lactonifactor	0.9451313882975695
07aa9a494b11ecddba3a861f0cc3c34a	Unassigned	0.3012460506123158
07bfcc5b73c2ffe92cf4dbe731893cb3	d__Bacteria; k__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; os__Lachnospirales; f__Lachnospiraceae; fs__Lachnospiraceae; g__Blautia; s__Blautia_luti	0.8865876020624307
